rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/1000654-all_the_kings_men,Richard Winnington,FALSE,Sight and Sound,Rotten,,2020/1/22,Rossen hasn't even tried to create something different yet true in another medium. He has attempted a literal illustration of the novel by violent pictorial means and he has put in too much and too little.
m/1000654-all_the_kings_men,Jay Carmody,FALSE,Washington Star,Fresh,,2020/1/22,Warren's demagogue turned loose on a democracy too innocent to recognize a political demon is a man to deep-freeze the heart. As movie hero-villains go. he is the best character the screen has found in a long time.
m/1000654-all_the_kings_men,Erle Cox (The Chiel),TRUE,The Age (Australia),Fresh,,2020/1/22,"The cast Is tremendous, though only three or four carry the heavy end of the log. Broderick Crawford makes a very good job as Stark, whom he portrays as a likable U.S. reprobate, in whom there are still sparks of decency."
m/1000654-all_the_kings_men,Nelson Burns (Te Pana),FALSE,Courier Mail (Australia),Fresh,,2020/1/22,"As American as a doughnut in sentiment, the film is full of realistic scenes of vicious, corrupt, and wild jockeying in the area of cheap politics."
m/1000654-all_the_kings_men,Mike Massie,FALSE,Gone With The Twins,Fresh,7月10日,2020/8/3,"The protagonists devolve into antagonists, until there's no one left to be the hero."
m/1000654-all_the_kings_men,Dudley Early,FALSE,Austin American-Statesman,Fresh,,2020/9/2,"It is as penetrating as a searchlight and as strong as a jolt of straight alcohol. There is no compromise with reality, no sentimentality, it is hard and honest and immensely satisfying."
m/10006588-street_fight,Michael Atkinson,TRUE,Village Voice,Fresh,,2006/2/22,[An] unpretentious and absorbing video doc.
m/10006588-street_fight,John Anderson,TRUE,Variety,Fresh,,2006/2/22,"It's a hard, fast film that needs airing now, or at least before the Newark elections of 2006."
m/10006588-street_fight,Jan Stuart,TRUE,Newsday,Fresh,3月4日,2006/2/22,Street Fight sputters with anger and despair at the durability of dumb-cluck demagoguery in American politics.
m/10006588-street_fight,Lou Lumenick,TRUE,New York Post,Fresh,3.5/4,2006/2/22,A tough and brave little documentary about the brutal 2002 Newark mayoral election.
m/10006588-street_fight,Scott Foundas,FALSE,L.A. Weekly,Fresh,,2006/2/23,"This is classical activist filmmaking of the first order, a movie with the power to turn hearts, change minds and, just maybe, right the wayward course of an entire city."
m/10006588-street_fight,Ken Fox,FALSE,TV Guide,Fresh,3.5/4,2006/2/24,"It's a fascinating film, simultaneously enthralling, infuriating and guaranteed to make viewers ask how such a perversion of the political process could be taking place in America."
m/10006588-street_fight,Jack Mathews,TRUE,New York Daily News,Fresh,3月4日,2006/2/24,"James is his own worst enemy in the documentary, behaving in public as a near caricature of Boss Tweed. But he won and is now serving out his fifth term."
m/10006588-street_fight,Kevin Crust,TRUE,Los Angeles Times,Fresh,4月5日,2006/2/24,"The story that first-time feature filmmaker Curry tells is extremely compelling, but where he really scores is in addressing politics and race in a way that allows events to speak for themselves."
m/10006588-street_fight,Bob Strauss,FALSE,Los Angeles Daily News,Fresh,3月4日,2006/2/24,It's kind of reassuring to see good old-fashioned dirty politics practiced with as much gusto as they are in the Oscar-nominated documentary Street Fight.
m/10006588-street_fight,David Denby,TRUE,New Yorker,Fresh,,2006/2/28,"In brief, Marshall Curry, the young director of Street Fight, has hit the documentary jackpot."
m/10006588-street_fight,Peter Rainer,TRUE,Christian Science Monitor,Fresh,A-,2006/3/2,"If you didn't already realize that politics can be a dirty business, then Marshall Curry's Oscar-nominated documentary will set you straight."
m/10006588-street_fight,Steven Rea,TRUE,Philadelphia Inquirer,Fresh,3.5/4,2006/3/3,[Marshall] Curry's picture is must-see fare for any and every observer of the curious world of American politics.
m/10006588-street_fight,Sam Allis,TRUE,Boston Globe,Fresh,3月4日,2006/3/3,The documentary is simple and strong and small. Its grit lifts it above its mechanical shortcomings.
m/10006588-street_fight,Jeffrey M. Anderson,FALSE,Combustible Celluloid,Fresh,3.5/4,2006/3/9,"There's no question which side Curry favors, but he turns Street Fight into an old fashioned political yarn, featuring hand-pumping and baby-kissing, but also a dash of blood fury."
m/10006588-street_fight,Chris Barsanti,FALSE,Filmcritic.com,Fresh,4月5日,2006/3/14,"an amazing work, thrilling and informative in equal amounts, reminding us that democracy isn't just fought over on message boards and foreign battlegrounds, but also on our very streets"
m/10006588-street_fight,Steve Schneider,FALSE,Orlando Weekly,Fresh,,2006/4/20,It's essential viewing to prove to yourself that you're not so cynical after all.
m/10006588-street_fight,Roger Moore,TRUE,Orlando Sentinel,Fresh,4月5日,2006/4/21,"It's utterly fascinating, and if you don't follow New Jersey politics, you will be kept in the dark about the outcome of this 2002 race almost to the end."
m/10006588-street_fight,Kam Williams,FALSE,NewsBlaze,Fresh,3月4日,2007/1/19,"Booker and James square-off for a heavyweight political fight reminiscent of Holyfield vs. Tyson, except for the eating of ears."
m/10006588-street_fight,John A. Nesbit,FALSE,Old School Reviews,Fresh,A,2007/1/31,a primer for any aspiring politician to see the worst of what he can expect
m/10006588-street_fight,Andy Klein,FALSE,Los Angeles CityBeat,Fresh,,2009/1/19,"""...completely gripping and enraging."""
m/10006588-street_fight,Devin Faraci,FALSE,CHUD,Fresh,9.2/10,2009/2/27,"Street Fight isn't going to restore your faith in our desperately broken electoral system, but Cory Booker -- and the last moments of the movie -- may help you harbor that little flame of hope."
m/10006588-street_fight,Peter Keough,FALSE,Boston Phoenix,Fresh,,2009/4/23,"Funny, infuriating, and suspenseful, Street Fight is both a critique of the process and a vindication."
m/10006780-lost_horizon,Phil Hall,FALSE,Film Threat,Rotten,1月5日,2006/4/17,"Just dull and forgettable, not the so-bad-it's-good camp classic some people insist."
m/10006780-lost_horizon,Roger Ebert,TRUE,Chicago Sun-Times,Rotten,1月4日,2006/5/6,"The material is so slight it can hardly bear the weight of music, and it sinks altogether during a series of the most incompetent and clumsy dance numbers I've ever seen."
m/10006780-lost_horizon,Vincent Canby,TRUE,New York Times,Rotten,2.5/5,2006/5/6,"The conjunction of truth and lies hardly seems accidental in a film that sets out to recall a kind of filmmaking now lost, but succeeds only in denting pleasant memories."
m/10006780-lost_horizon,Shane Burridge,FALSE,rec.arts.movies.reviews,Fresh,,2009/1/25,"At the moment the characters descend into the valley of Shangri-La, the film, in unconscious critical mimicry, goes downhill"
m/10006780-lost_horizon,Judith Crist,FALSE,Texas Monthly,Rotten,,2020/6/12,The musical aspects are the most disastrous because the cast is a first-rate one in straight performance.
m/10006848-the_motel,Tony Wong,TRUE,Toronto Star,Fresh,3月4日,2006/5/6,Funny and real.
m/10006848-the_motel,Joe Leydon,TRUE,Variety,Fresh,,2006/5/6,Indie coming-of-age dramedy about a precocious Chinese-American youth whose family operates a sleazy roadside motel signals arrival of a singularly promising filmmaker.
m/10006848-the_motel,David Nusair,FALSE,Reel Film Reviews,Rotten,2月4日,2006/5/6,"While there's no denying that filmmaker Michael Kang possesses a fair amount of talent, this certainly isn't an appropriate vehicle with which to judge his abilities."
m/10006848-the_motel,Eric Campos,FALSE,Film Threat,Fresh,3.5/5,2006/5/6,The backdrop of this seedy motel is just the perfect place to illustrate the awkward times of early teen life.
m/10006848-the_motel,Ed Gonzalez,FALSE,Slant Magazine,Fresh,3月4日,2006/6/16,"Like Jared Hess before him, director Michael Kang is the new kid on the block who wants to play inside Wes Anderson's clubhouse."
m/10006848-the_motel,Andrea Gronvall,TRUE,Chicago Reader,Fresh,,2006/6/27,"There's little originality in the joy rides, first kisses, and clashes with bullies, yet this 2005 debut feature by writer-director Michael Kang captures the small triumphs of a boy becoming a man."
m/10006848-the_motel,Stephen Holden,TRUE,New York Times,Fresh,4月5日,2006/6/27,"Michael Kang's small, perfectly observed portrait of a Chinese-American boy captures the glum desperation of inhabiting the biological limbo of early adolescence."
m/10006848-the_motel,Michael Atkinson,TRUE,Village Voice,Rotten,,2006/6/27,"The Motel, Michael Kang's modest Sundance applause reaper, doesn't deserve to be shotgunned for the sins of 30 other movies. But the underwhelming syncopation of make-nice clichs is too familiar."
m/10006848-the_motel,Ken Fox,FALSE,TV Guide,Fresh,3.5/4,2006/6/28,"Kang's film avoids broad generalizations about the Asian-American experience to focus on the horrors of adolescence, when differences in race and ethnicity can only add to the general torment."
m/10006848-the_motel,V.A. Musetto,TRUE,New York Post,Fresh,3月4日,2006/6/28,"Michael Kang Kang makes an impressive feature directorial debut with The Motel. But the person to keep an eye on is Jeffrey Chyau, a student at the Bronx High School of Science, who is a delight in the lead role."
m/10006848-the_motel,Nathan Rabin,TRUE,AV Club,Fresh,B+,2006/6/29,"Like the best independent films, The Motel realizes that life is made up of minor pleasures and tiny epiphanies, not sweeping character arcs or big dramatic moments"
m/10006848-the_motel,Elizabeth Weitzman,TRUE,New York Daily News,Fresh,3月4日,2006/6/30,"Unlike so many indie films, Michael Kang's gently empathetic debut embraces eccentricity without drowning in its own hip irony."
m/10006848-the_motel,Frank Scheck,TRUE,Hollywood Reporter,Fresh,,2006/7/6,The film about of a teenage Chinese-American boy struggling with adolescent issues while working in his family's fleabag motel has the precise brevity of a well-crafted short story.
m/10006848-the_motel,Eric Lurio,FALSE,Greenwich Village Gazette,Fresh,3月5日,2006/7/8,"It's actually really touching in parts, as well as infuriating."
m/10006848-the_motel,Jules Brenner,FALSE,Cinema Signals,Rotten,2月5日,2006/7/21,"The third effort of Korean-American writer-director Michael Kang of New York brings attention to his unique demographic, but should have been a better made movie."
m/10006848-the_motel,Sam Adams,TRUE,Los Angeles Times,Fresh,3月5日,2006/7/27,A well-worn coming-of-age tale enlivened by pungent detail and a sharp visual sense.
m/10006848-the_motel,Tim Grierson,FALSE,L.A. Weekly,Fresh,,2006/7/27,"Even if writer-director Michael Kang doesn't exactly break new ground, he imbues his debut with a quiet, compelling inertia that mimics puberty's rudderless drift, its burgeoning desire for something, anything, to change."
m/10006848-the_motel,Bob Strauss,FALSE,Los Angeles Daily News,Fresh,3月4日,2006/7/28,"It's Kang's understanding of human nature -- not particularly profound, but true and sharp as a perfectly drawn arrow -- that makes this unpretentious production sing."
m/10006848-the_motel,Josh Ralske,FALSE,All Movie Guide,Fresh,7月10日,2006/8/5,...specific and detailed enough to separate itself from the pack.
m/10006848-the_motel,Sean Axmaker,FALSE,Seattle Post-Intelligencer,Fresh,B,2006/8/31,"... suffers from rocky moments and an unsure eye, but [Kang's] sense of detail is rich with prickly contradictions and he resists tidying up the story."
m/10006848-the_motel,Bob Longino,TRUE,Atlanta Journal-Constitution,Fresh,B+,2006/8/31,"There is honesty and integrity in the filmmaking and the performances, which make The Motel among the best character studies of the year."
m/10006848-the_motel,Jeff Shannon,TRUE,Seattle Times,Fresh,2.5/4,2006/9/1,"It's a modest triumph of unflattering realism, proving yet again that a camera, a few good actors, the right material and a sensitive director are all you need to illuminate any particular aspect of humanity."
m/10006848-the_motel,Jeff Vice,FALSE,Deseret News (Salt Lake City),Fresh,2.5/4,2006/9/1,"It's pretty much a customary coming-of-age tale, though it is told with refreshing honesty and realism."
m/10006848-the_motel,Brian Orndorf,FALSE,FilmJerk.com,Fresh,B,2006/9/21,"Kang and Chyau make for a great team, with Chyau able to give an honest performance that requires humiliation, but never disrespect."
m/10006848-the_motel,Rob Thomas,FALSE,"Capital Times (Madison, WI)",Fresh,3月4日,2006/9/21,"As rundown as it is and as downbeat as its denizens are, only 76 minutes seems like too short a stay at ""The Motel."""
m/10006848-the_motel,Jeffrey M. Anderson,FALSE,Combustible Celluloid,Rotten,2月4日,2006/10/19,"Each of Ernest's interactions and epiphanies is pure, calculated movieland."
m/10006848-the_motel,G. Allen Johnson,TRUE,San Francisco Chronicle,Fresh,3月4日,2006/10/20,Perhaps The Motel meanders a bit too much -- hard to do in a 76-minute film -- but it is an engaging little movie.
m/10006848-the_motel,Ty Burr,TRUE,Boston Globe,Fresh,3月4日,2006/11/17,"The Motel gives the lie to all those mainstream teen sex comedies starring happy, horny gwailos ."
m/10006848-the_motel,Kam Williams,FALSE,Upstage Magazine,Fresh,4月4日,2007/1/25,"A most impressive feature film debut by writer/director Michael Kang who has crafted a compelling tale by examining rites of passage from a fresh perspective, namely, that of a Chinese-American adolescent."
m/10006848-the_motel,Don Willmott,FALSE,Filmcritic.com,Fresh,3.5/5,2007/2/9,"A welcome addition to the ""awkward adolescence"" genre,"
m/10006848-the_motel,Maria Garcia,FALSE,Film Journal International,Fresh,,2007/3/1,A wonderful reminder that adult life is never as difficult as puberty was.
m/10006848-the_motel,David Lamble,FALSE,Bay Area Reporter,Fresh,,2020/5/14,Michael Kang resolutely sticks to telling the story from Ernest's limited point of view...
m/10006849-once_in_a_lifetime,Digby Lewis,TRUE,BBC.com,Fresh,4月5日,2006/5/6,"Such a heady combination of greed, girls and goals, all set to a pulsating funk background, should provide even a hardened football refusenik with 90 minutes (+ stoppage time) of entertainment."
m/10006849-once_in_a_lifetime,Michelle Thomas,FALSE,Future Movies UK,Fresh,8月10日,2006/5/6,
m/10006849-once_in_a_lifetime,Rich Cline,FALSE,Shadows on the Wall,Fresh,3.5/5,2006/5/18,A lively 1970s tone that neatly captures soccer's brief North American heyday.
m/10006849-once_in_a_lifetime,Philip French,TRUE,Guardian,Fresh,,2006/5/20,Full of drama and fascinating anecdotes.
m/10006849-once_in_a_lifetime,Will Lawrence,FALSE,Empire Magazine,Fresh,4月5日,2006/5/20,An engrossing account of American soccer's strangest episode -- and you don't even have to like footie to enjoy it.
m/10006849-once_in_a_lifetime,Joe Utichi,FALSE,FilmFocus,Fresh,4月5日,2006/5/27,"A good yarn well spun, a story so fascinating that you'll be hooked until the very end."
m/10006849-once_in_a_lifetime,Nick Schager,FALSE,Slant Magazine,Rotten,1.5/4,2006/6/6,The film is an uncanny reflection of soccer itself: intermittently engaging but generally a dramatically inert bore.
m/10006849-once_in_a_lifetime,Chris Tilly,TRUE,Time Out,Fresh,,2006/6/24,"An entertaining documentary that won't change the world, but should leave you spellbound for 90 minutes."
m/10006849-once_in_a_lifetime,Chris Barsanti,FALSE,Film Journal International,Fresh,,2006/6/26,"A fun and rowdy take on the New York Cosmos, who almost succeeded in bringing soccer into the American mainstream during the late 1970s."
m/10006849-once_in_a_lifetime,Bill Gallo,TRUE,Village Voice,Fresh,,2006/7/5,This intermittently fascinating documentary chronicles the rise and fall of the Cosmos--which is also the rise and fall of U.S. soccer.
m/10006849-once_in_a_lifetime,Lisa Schwarzbaum,TRUE,Entertainment Weekly,Fresh,A-,2006/7/5,"...a stylish scramble of evocative footage, groovy music, and crazy-candid reminiscences from key players still proud to score."
m/10006849-once_in_a_lifetime,Edward Douglas,FALSE,ComingSoon.net,Fresh,10月10日,2006/7/5,"The perfect mix of style and substance, visuals, music and words ... one of the best sports documentaries ever made."
m/10006849-once_in_a_lifetime,Peter Canavese,FALSE,Groucho Reviews,Fresh,3月4日,2006/7/6,"An enlightening look back at how ""the world's sport"" briefly took off in the US."
m/10006849-once_in_a_lifetime,Stephen Williams,TRUE,Newsday,Fresh,2.5/4,2006/7/6,"Told in a breezy, fast-cut style, and backed by a boisterous soundtrack that ranges from Puccini to James Brown, Lifetime focuses on the players -- on the field and off -- that made the Cosmos such a super, if short-lived, team."
m/10006849-once_in_a_lifetime,Jeannette Catsoulis,TRUE,New York Times,Fresh,4月5日,2006/7/6,"Giddy, gossipy and endearingly unslick, Once in a Lifetime chronicles the rise and fall of the most famous soccer team in the United States with slapdash glee."
m/10006849-once_in_a_lifetime,Scott Tobias,TRUE,AV Club,Fresh,B-,2006/7/6,"If nothing else, the energetic documentary Once In A Lifetime proves that an audience once existed for soccer in this country, and could be cultivated again."
m/10006849-once_in_a_lifetime,Maitland McDonagh,FALSE,TV Guide,Fresh,3月4日,2006/7/7,"Crowder and Dower's film is a refreshing reminder that... without the Cosmos' brief and shining moment in the sun, suburban soccer leagues would be as rare as collegiate boccie tournaments."
m/10006849-once_in_a_lifetime,Gary Goldstein,FALSE,Reel.com,Fresh,3月4日,2006/7/7,"A colorful time capsule of 1970s New York... the doc's jauntiness is enhanced by its many charismatic characters and a funky, wall-to-wall soundtrack..."
m/10006849-once_in_a_lifetime,Lisa Rose,TRUE,Newark Star-Ledger,Fresh,3月4日,2006/7/7,The documentary offers enough color and depth to hold your interest and leave you keen to see the World Cup finals.
m/10006849-once_in_a_lifetime,Lou Lumenick,TRUE,New York Post,Fresh,3月4日,2006/7/7,"No Hollywood scriptwriter would dare make up a tale as outrageously unlikely -- but, as it happens, true -- as the one so entertainingly told in the documentary Once in a Lifetime: The Extraordinary Story of the New York Cosmos."
m/10006849-once_in_a_lifetime,Jack Mathews,TRUE,New York Daily News,Fresh,3月4日,2006/7/7,Once in a Lifetime performs a belated autopsy on the Cosmos and the North American Soccer League and basically concludes that they died of impatience.
m/10006849-once_in_a_lifetime,Cynthia Fuchs,FALSE,PopMatters,Fresh,,2006/7/8,"Whether or not the ""dream"" of a thriving U.S. soccer league might ever be realized, this moment retains a thrilling illogic and undeniable energy."
m/10006849-once_in_a_lifetime,Eric Lurio,FALSE,Greenwich Village Gazette,Fresh,3.5/5,2006/7/8,"Needless to say, until the unhappy ending, we've got an entertaining and edifying romp."
m/10006849-once_in_a_lifetime,Willie Waffle,FALSE,WaffleMovies.com,Fresh,3.5/4,2006/7/13,"Crowder and Dower wonderfully coax the participants to tell us everything and present it in a very entertaining, engaging and informative way that will have fans and non-fans laughing all the way"
m/10006849-once_in_a_lifetime,Frank Scheck,TRUE,Hollywood Reporter,Fresh,,2006/7/13,Far more entertaining than it has a right to be.
m/10006849-once_in_a_lifetime,Desson Thomson,TRUE,Washington Post,Fresh,,2006/7/13,Anyone who wants to relive this flamboyant but fleeting chapter in America's uneven soccer history should not miss this.
m/10006849-once_in_a_lifetime,Joe Donnelly,FALSE,L.A. Weekly,Rotten,,2006/7/13,"About a brief gathering of high-paid superstars slumming it in America at the ego-driven whimsy of one of the world's most powerful moguls (who himself had nothing to lose, since the whole venture was on Warner's tab)."
m/10006849-once_in_a_lifetime,Kevin M. Williams,TRUE,Chicago Tribune,Fresh,3月4日,2006/7/13,"You don't need to be a soccer fan to, like Cosmos fans, fall for this captivating tale, told in Rashomon-like style."
m/10006849-once_in_a_lifetime,Matt Pais,FALSE,Metromix.com,Fresh,3月4日,2006/7/13,"Aptly portrays the country's brief love affair with soccer and acknowledges that it will continue to thrive, whether we're paying attention or not."
m/10006849-once_in_a_lifetime,Kevin Crust,TRUE,Los Angeles Times,Fresh,3月5日,2006/7/14,"Lively, free-wheeling amusement."
m/10006849-once_in_a_lifetime,Glenn Whipp,FALSE,Los Angeles Daily News,Rotten,2.5/4,2006/7/14,"A slick, gossipy documentary that pulses to the strains of James Brown, Parliament and the Love Unlimited Orchestra as it glosses over facts to make its questionable case for the Cosmos."
m/10006849-once_in_a_lifetime,Jeffrey Westhoff,FALSE,"Northwest Herald (Crystal Lake, IL)",Fresh,3月4日,2006/7/14,"This is not an exercise in fabricated nostalgia, but a raucous chronicle of defeat snatched from the jaws of victory."
m/10006849-once_in_a_lifetime,E! Staff,FALSE,E! Online,Fresh,B+,2006/7/14,A spot-on goal.
m/10006849-once_in_a_lifetime,Tony Medley,FALSE,tonymedley.com,Rotten,3月10日,2006/7/15,"Another soccer film? Buy, hey, it's about a NEW YORK soccer team, glorifying the late Steve Ross, the number one corporate viper! For those who believe the world ends at the Hudson River only."
m/10006849-once_in_a_lifetime,M. K. Terrell,FALSE,Christian Science Monitor,Fresh,B,2006/7/20,"Through interviews with former players, coaches, and company officials, as well as archival footage, the film traces the club's amazing rise and ultimate disintegration."
m/10006849-once_in_a_lifetime,Moira MacDonald,TRUE,Seattle Times,Fresh,2.5/4,2006/7/21,"An energetic and often enjoyable documentary, particularly for soccer fans."
m/10006849-once_in_a_lifetime,G. Allen Johnson,TRUE,San Francisco Chronicle,Fresh,3月4日,2006/7/21,Once in a Lifetime does a wonderful job of showing that this collection of foreigners playing a foreign sport forged one of the great American sports stories.
m/10006849-once_in_a_lifetime,Wesley Morris,TRUE,Boston Globe,Rotten,2.5/4,2006/7/21,"The movie is only so-so, borrowing a little from the VH-1 school of popumentary but lacking the snazzy production values."
m/10006849-once_in_a_lifetime,Peter Sobczynski,FALSE,eFilmCritic.com,Rotten,2月5日,2006/7/22,Essentially an extended cable special.
m/10006849-once_in_a_lifetime,Wade Major,FALSE,Boxoffice Magazine,Fresh,3.5/5,2006/7/22,How that dream was realized and what factors brought it and its league to a horrific crash scarcely a decade later is the intriguing drama that directors Paul Crowder and John Dower are able to reconstruct.
m/10006849-once_in_a_lifetime,Chris Hewitt,FALSE,St. Paul Pioneer Press,Rotten,2月4日,2006/7/27,The movie is ultimately too long and too this-no-name-player- was-traded-for-that- no-name-player detailed for casual viewers.
m/10006849-once_in_a_lifetime,Terry Lawson,TRUE,Detroit Free Press,Fresh,3月4日,2006/7/28,"Once in a Lifetime would have benefited greatly from historical and outside perspective, but the story on screen is such a kick that even monotone narrator Matt Dillon gets caught up in the excitement."
m/10006849-once_in_a_lifetime,Cherryl Dawson and Leigh Ann Palone,FALSE,TheMovieChicks.com,Fresh,3.5/5,2006/7/28,"It has some funny scenes and wild characters who reflect back on the glory years, where the clashes of ego were as legendary as Pel茅's amazing bicycle-kick goals."
m/10006849-once_in_a_lifetime,David Elliott,FALSE,San Diego Union-Tribune,Fresh,2.5/4,2006/8/4,"New York went bust, so did the team, yet scattered seeds for smarter soccer growth later."
m/10006849-once_in_a_lifetime,Jean Lowerison,FALSE,San Diego Metropolitan,Fresh,,2006/8/5,"Once in a Lifetime is riveting cinema for at least an hour, after which it starts to feel a bit like thumbing through a scrapbook. But American soccer fans -- and those interested in the business of sports -- will eat it up."
m/10006849-once_in_a_lifetime,Jeff Rusnak,FALSE,South Florida Sun-Sentinel,Fresh,3.5/4,2006/8/10,"It's a rags-to-riches story that shows how American money and imagination revolutionized not just a team, but the entire sport of soccer, back then and still to this day."
m/10006849-once_in_a_lifetime,Brian Orndorf,FALSE,eFilmCritic.com,Fresh,B+,2006/8/11,"Once in a Lifetime is a marvelous primer on this remarkable event in soccer history, most likely never to be seen again."
m/10006849-once_in_a_lifetime,Robert Denerstein,TRUE,Denver Rocky Mountain News,Fresh,B,2006/8/12,"Once in a Lifetime, which relies on interviews and archival footage, may not be a great documentary, but it certainly gets its points across."
m/10006849-once_in_a_lifetime,Shawn Levy,FALSE,Oregonian,Fresh,,2006/8/13,"... the film is bursting with astonishing old footage, hip tunes, vivid interviews and you-couldn't- make-it-up anecdotes."
m/10006849-once_in_a_lifetime,Peter Debruge,TRUE,Miami Herald,Rotten,2月4日,2006/8/13,... treats its audience like a bunch of attention deficit disorder cases.
m/10006849-once_in_a_lifetime,Eleanor Ringel Cater,TRUE,Atlanta Journal-Constitution,Fresh,B,2006/8/13,... accomplishes the minor miracle of making you mourn a sports team you likely never knew existed in the first place.
m/10006849-once_in_a_lifetime,Marc Savlov,FALSE,Austin Chronicle,Fresh,3月5日,2006/8/19,"Packed with observations and recrimations, many of the latter aimed at or by Chinaglia, which makes for some gossipy entertainment."
m/10006849-once_in_a_lifetime,Duane Dudek,FALSE,Milwaukee Journal Sentinel,Fresh,3月4日,2006/8/25,"An energetically told tale, with eccentric characters to spare and a nostalgically bittersweet tone."
m/10006849-once_in_a_lifetime,Philip Martin,FALSE,Arkansas Democrat-Gazette,Rotten,83/100,2006/8/25,With just a little tweaking ... could be reworked in a Christopher Guest-style mockumentary of swollen egos and corporate whimsy.
m/10006849-once_in_a_lifetime,Christopher Null,FALSE,Filmcritic.com,Fresh,3.5/5,2006/10/13,mostly I'm stricken with nostalgia for '70s fashion and Marv Albert's hairdo
m/10006849-once_in_a_lifetime,Dennis Schwartz,FALSE,Dennis Schwartz Movie Reviews,Fresh,B-,2006/12/3,"Not being a soccer fan, the Cosmos phenomenon had no impact on me at the time nor does this energetic film change that opinion."
m/10006849-once_in_a_lifetime,Leigh Singer,FALSE,Film4,Fresh,4月5日,2008/8/4,"Well-researched and exuberantly compiled, this is a thoroughly entertaining tribute to America's first tackle at surgically implanting the beautiful game."
m/10006849-once_in_a_lifetime,Jim Lane,FALSE,Sacramento News & Review,Rotten,2月5日,2008/8/7,
m/10006849-once_in_a_lifetime,Tony Macklin,FALSE,Las Vegas Weekly,Rotten,2月5日,2009/2/2,Once in a Lifetime is like a soccer team that plays good defense but lacks offense.
m/10006856-requiem,Boyd van Hoeij,FALSE,european-films.net,Fresh,,2006/4/25,Requiem shows us with a sense of palpable reality (and without any special effects) what being -- or feeling -- possessed must be like for Michaela herself and her family.
m/10006856-requiem,Eddie Cockrell,TRUE,Variety,Fresh,,2006/4/25,[A] stunningly played story of faith vs. family.
m/10006856-requiem,Kirk Honeycutt,TRUE,Hollywood Reporter,Fresh,,2006/4/25,Closely observed story of the mental and family pressures that can lead someone to accept an exorcism.
m/10006856-requiem,David Nusair,FALSE,Reel Film Reviews,Fresh,2.5/4,2006/9/11,...never quite as compelling as Hller's performance...
m/10006856-requiem,,TRUE,Globe and Mail,Fresh,3月4日,2006/9/23,Sandra Hueller deservedly won an acting prize in Berlin (she could have taken home 'most conflicted character' as well).
m/10006856-requiem,Adam Nayman,FALSE,eye WEEKLY,Fresh,4月5日,2006/9/23,"The film is incisive about the all-too-mundane social, physical and emotional pressures exacted upon its heroine."
m/10006856-requiem,Ed Gonzalez,FALSE,Slant Magazine,Fresh,3月4日,2006/10/13,"Hller's master class in acting is not only a portrait of a holy creature frenzied by otherworldly spirits but a voluptuous reflection of the pressures that accosted so many women of her character's age, time, and devotions."
m/10006856-requiem,Jim Ridley,TRUE,Village Voice,Fresh,,2006/10/17,This quietly unnerving psychological study from German director Hans-Christian Schmid wields its ambiguity about religion and science like a double-edged blade.
m/10006856-requiem,Rich Cline,FALSE,Shadows on the Wall,Fresh,4月5日,2006/10/18,"Progresses in a natural, unforced style that's increasingly creepy and ultimately emotionally shattering."
m/10006856-requiem,Jeannette Catsoulis,TRUE,New York Times,Fresh,3.5/5,2006/10/19,Like The Exorcism of Emily Rose ... Requiem is loosely based on the real-life story of a West German woman who died in 1976 after a series of failed exorcisms.
m/10006856-requiem,Edward Douglas,FALSE,ComingSoon.net,Rotten,6月10日,2006/10/19,"Takes the flashback sequences from Exorcism of Emily Rose, removes all the supernatural scares, and tries to keep you interested."
m/10006856-requiem,Gene Seymour,TRUE,Newsday,Fresh,3.5/4,2006/10/19,Just as haunting as a horror film and far more heartrending.
m/10006856-requiem,Scott Tobias,TRUE,AV Club,Fresh,B,2006/10/20,"Requiem isn't a horror movie so much as a thwarted coming-of-age story, like Carrie without the bloody reckoning."
m/10006856-requiem,Eric Lurio,FALSE,Greenwich Village Gazette,Rotten,2月5日,2006/10/20,A demonic posession movie WITHOUT special effects? Horrors!!!
m/10006856-requiem,Ken Fox,FALSE,TV Guide,Fresh,3.5/4,2006/10/20,"Bogumil Godfrejow's raw cinematography and (Sandra) Huller's poignant, close-to-the-bone performance transform what might have been a morbid curiosity into an entirely enthralling, quietly terrifying experience."
m/10006856-requiem,V.A. Musetto,TRUE,New York Post,Fresh,3月4日,2006/10/20,"You won't find rotating heads and vomit in the exorcism movie Requiem. Instead, German director Hans-Christian Schmid relies on a frighteningly realistic performance by Sandra Huller as blue-eyed blonde Michaela."
m/10006856-requiem,Owen Gleiberman,TRUE,Entertainment Weekly,Fresh,A-,2006/10/25,[Sandra Hller's] intensity is so compelling you truly have no idea if those demons are real.
m/10006856-requiem,Nigel Floyd,TRUE,Time Out,Fresh,,2006/10/30,"Quietly devastating and unbearably moving, this is a soul-searching classic."
m/10006856-requiem,Kevin Thomas,TRUE,Los Angeles Times,Fresh,4月5日,2006/11/2,"In lesser hands, Requiem would seem merely bleak, but Schmid makes a rigorously urgent and compelling film out of Michaela's odyssey."
m/10006856-requiem,Matthew Turner,FALSE,ViewLondon,Fresh,4月5日,2006/11/2,"Based on the same story as The Exorcism of Emily Rose, this is a far more accurate and ultimately much more frightening version of events, with an award-winning performance from Huller."
